employment_type,job_title,avg_salary,min_salary,max_salary
FT,"Product Data Analyst",13036.0000,6072,20000
FT,"Research Scientist",109019.5000,42000,450000
FT,"Research Scientist",109019.5000,42000,450000
FT,"Research Scientist",109019.5000,42000,450000
FT,"Research Scientist",109019.5000,42000,450000
FT,"Research Scientist",109019.5000,42000,450000
FT,"Research Scientist",109019.5000,42000,450000
FT,"Research Scientist",109019.5000,42000,450000
FT,"Research Scientist",109019.5000,42000,450000
FT,"Research Scientist",109019.5000,42000,450000
FT,"Research Scientist",109019.5000,42000,450000
FT,"Research Scientist",109019.5000,42000,450000
FT,"Research Scientist",109019.5000,42000,450000
FT,"Research Scientist",109019.5000,42000,450000
FT,"Research Scientist",109019.5000,42000,450000
FT,"Research Scientist",109019.5000,42000,450000
FT,"Research Scientist",109019.5000,42000,450000
CT,"Staff Data Scientist",105000.0000,105000,105000
